ID,Hour_of_Day,Days since last checkin,Check Ins,Contacts Created,Images Uploaded,Notes Written,Checkin_w_images,Checkin_w_Contact,Checkin_w_Note,Checkin_w_I_C,Checkin_w_C_N,Checkin_w_I_N,Checkin_w_All,Distance,FundraisingYear,day of week,day of month,% of Campaign,Campaign Day Funds,Past 1-3 avg,Past 3-6 avg,Future 0-3 avg,Change in past week,Running average,last week change from running,Percentile of Running,Percentile of Running by Market,Percentile of Past 1-3,Percentile of Past 1-3 by Market,Percentile of Past 3-6,Percentile of Past 3-6 by Market,Percentile of Past Week Change,Percentile of Past Week Change by market
30517-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,2,21,0.677419355,,1109.333333,1698,,-0.346682371,1299.55,-0.14637118,0.905,0.651,0.979,0.958,0,0,0,0
30517-5-22-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,3,22,0.709677419,,1387.666667,1341.666667,,0.034285714,1335.190476,0.0393024,0.316,0.421,0.492,0.628,0,0,0,0
30517-5-23-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,4,23,0.741935484,,1207.333333,1353.333333,,-0.107881773,1312.136364,-0.079872057,0.705,0.318,0.73,0.5,0.705,0.382,0.255,0.47
30517-5-24-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,5,24,0.774193548,,1149,1109.333333,,0.035757212,1279.913043,-0.102282764,0,0,0,0,0,0,0,0
30517-5-25-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,6,25,0.806451613,,647.3333333,1387.666667,,-0.533509488,1249.208333,-0.481805143,0,0,0,0,0,0,0,0
30517-5-26-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,7,26,0.838709677,,664.3333333,1207.333333,,-0.449751518,1234.4,-0.461816807,0.444,0.759,0.513,1,0.463,1,0.606,0.5
30517-5-27-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,1,27,0.870967742,,1432.333333,1149,,0.246591239,1297.5,0.103917791,0.705,0.537,0.733,1,0.655,0,0.939,1
30517-5-29-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,3,29,0.935483871,,1243.666667,664.3333333,,0.872052183,1235.392857,0.00669731,0.994,0.517,0.995,1,0,0,0,0
30517-5-30-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,4,30,0.967741935,,625,1432.333333,,-0.563649057,1227.931034,-0.49101376,0.997,0,0.996,1,0.998,1,0.173,1
30517-5-31-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,5,31,1,,573,1536.666667,,-0.627114967,1210.333333,-0.526576701,0.997,0.997,0.996,1,0.998,1,0.193,0
30537-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,2,8,0.258064516,,0,0,,0,0,0,0.994,0,0.98,1,0.994,1,0.577,0
30537-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,3,9,0.290322581,,188.6666667,0,,0,70.75,1.666666667,0.994,0.291,0.998,0.75,0,0,0,0
30537-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,4,10,0.322580645,,385.6666667,0,,0,128.5555556,2,0.998,0.688,0.999,1,0.999,0.75,0.113,0.75
30537-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,5,11,0.35483871,,537,0,,0,161.1,2.333333333,0,0,1,1,0.999,0.75,0.708,0.75
30537-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,6,12,0.387096774,,543,188.6666667,,1.878091873,199.5454545,1.72118451,0,0,1,1,1,1,0.638,0.75
30537-5-13-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,7,13,0.419354839,,591.6666667,385.6666667,,0.534140017,244.3333333,1.421555252,0,0,0,0,0,0,0,0
30537-5-14-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,1,14,0.451612903,,612,537,,0.139664804,265.1538462,1.308093995,0.833,0.775,0.83,0.75,0.862,1,0.732,0
30537-5-15-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,2,15,0.483870968,,492.6666667,543,,-0.092694905,262.3571429,0.877847355,0.752,0.22,0.878,0.8,0.783,0.4,0.76,0.8
30537-5-16-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,3,16,0.516129032,,511.6666667,591.6666667,,-0.135211268,297.8,0.718155362,0.802,0.429,0.797,0.5,0.82,0.75,0.166,0.25
30537-5-17-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,4,17,0.548387097,,427.3333333,612,,-0.301742919,295.5625,0.44583069,0.816,0.801,0.615,0.4,0.433,0.6,0.754,0.5
30537-5-18-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,5,18,0.580645161,,492.3333333,492.6666667,,-0.00067659,302.9411765,0.625177994,0.919,0.815,0.872,0.7,0.943,0.9,0.077,0.1
30537-5-19-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,6,19,0.612903226,,324.6666667,511.6666667,,-0.365472313,302.2777778,0.074067267,0,0,0,0,0,0,0,0
30537-5-20-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,7,20,0.64516129,,421.3333333,427.3333333,,-0.014040562,315.4210526,0.335780633,0.77,0.493,0.772,0.5,0.666,0.1,0.949,0.9
30537-5-21-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,1,21,0.677419355,,514,492.3333333,,0.044008125,334.6,0.536162582,0,0,0,0,0,0,0,0
30537-5-22-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,2,22,0.709677419,,576,324.6666667,,0.77412731,341.3809524,0.687264612,0.861,0.817,0.815,0.75,0.786,0.25,0.836,0.5
30537-5-23-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,3,23,0.741935484,,704.6666667,421.3333333,,0.672468354,368.5,0.912256897,0.725,0.204,0.876,0.6,0.618,0.1,0.93,1
30537-5-24-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,4,24,0.774193548,,572.6666667,514,,0.114137484,365.6521739,0.566151407,0.72,0.21,0.613,0.1,0.723,0.3,0.419,0.1
30537-5-25-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,5,25,0.806451613,,517,576,,-0.102430556,363.3333333,0.42293578,0,0,0,0,0,0,0.307,0.738
30537-5-26-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,6,26,0.838709677,,356.3333333,704.6666667,,-0.494323557,367.04,-0.029170299,0.996,0.226,0.994,0,0.996,0.25,0.062,0.5
30537-5-27-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,7,27,0.870967742,,427.6666667,572.6666667,,-0.253201397,372.8076923,0.147150865,0.93,0.582,0.926,0.59,0.947,0.681,0.698,0.363
30537-5-28-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,1,28,0.903225806,,714.3333333,517,,0.381689233,402.3333333,0.775476388,0.988,0.999,0.986,1,0.976,0.954,0.884,0.727
30537-5-30-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,3,30,0.967741935,,836,427.6666667,,0.954793453,420.7241379,0.987050242,0,0,0,0,0,0,0,0
30537-5-31-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2017,4,31,1,,702.3333333,714.3333333,,-0.01679888,432.3333333,0.624518119,0.969,0.985,0.974,1,0.969,1,0.622,0.2
30537-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,3,8,0.258064516,,0,0,,0,0,0,0.984,0.979,0.998,1,0.953,1,0.994,1
30537-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,4,9,0.290322581,,235.6633333,0,,0,88.37375,1.666666667,0.99,0,0.993,0,0,0,0,0
30537-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,5,10,0.322580645,,438.33,0,,0,146.11,2,0.988,0.003,0.99,0,0.984,0,0.729,0.5
30537-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,6,11,0.35483871,,615.6633333,0,,0,184.699,2.333333333,0.99,0,0.998,0.75,0.994,0.5,0.847,0.75
30537-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,7,12,0.387096774,,838.3333333,235.6633333,,2.557334616,292.9081818,1.862102821,0.882,0.472,0.859,0.454,0.896,0.545,0.715,0.363
30537-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,1,13,0.419354839,,916.6666667,438.33,,1.091270656,338.7491667,1.706033717,0.955,0.718,0.955,0.772,0.974,0.863,0.139,0.318
30537-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,2,14,0.451612903,,1286.696667,615.6633333,,1.089935517,439.0061538,1.93093082,0.643,0.792,0.625,1,0.695,1,0.323,0
30537-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,3,15,0.483870968,,1096.363333,838.3333333,,0.307789264,465.0771429,1.357379523,0.854,0.492,0.9,0.5,0.834,1,0.336,0.5
30537-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,4,16,0.516129032,,1229.03,916.6666667,,0.34076,516.8053333,1.378129483,0.866,0.487,0.947,0.5,0.854,1,0.942,0.5
30537-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,5,17,0.548387097,,1068.906667,1286.696667,,-0.169262893,557.1125,0.918654969,0.631,0.99,0.466,0.5,0.479,1,0.452,0
30537-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,6,18,0.580645161,,886.24,1096.363333,,-0.191654835,539.4,0.643010753,0.858,0,0.829,1,0.861,1,0.179,0
30537-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,7,19,0.612903226,,838.2966667,1229.03,,-0.317920094,570.3872222,0.469697486,0.585,0,0.411,1,0.434,0,0.536,1
30537-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,1,20,0.64516129,,638.0566667,1068.906667,,-0.403075417,569.8931579,0.119607523,0,0,0,0,0,0,0,0
30537-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,2,21,0.677419355,,798.0566667,886.24,,-0.099502768,578.1985,0.380246864,0.65,0,0.841,0.5,0,0,0,0
30537-5-22-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,3,22,0.709677419,,584.69,838.2966667,,-0.302526154,572.4304762,0.021416616,0.881,0.899,0.886,0.941,0.86,0.823,0.833,0.823
30537-5-23-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,4,23,0.741935484,,478.0233333,638.0566667,,-0.250813669,557.3654545,-0.142352061,0,0,0,0,0,0,0,0
30537-5-24-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,5,24,0.774193548,,286.69,798.0566667,,-0.640764858,540.1756522,-0.469265231,0.977,0.957,0.813,0.416,0.881,0.625,0.107,0.291
30537-5-25-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,6,25,0.806451613,,342.6666667,584.69,,-0.41393445,543.71,-0.369762067,0.672,0.538,0.684,0.615,0.657,0.538,0.566,0.769
30537-5-26-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,7,26,0.838709677,,458,478.0233333,,-0.041887774,545.4416,-0.160313405,0,0,0,0,0,0,0,0
30537-5-27-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,1,27,0.870967742,,715.3333333,286.69,,1.495145744,560.3861538,0.276500728,0.972,0.988,0.87,0.833,0.989,1,0.007,0
30537-5-29-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,3,29,0.935483871,,678.3666667,458,,0.481149927,559.6835714,0.21205392,0.93,0.874,0.816,0.833,0.965,1,0.061,0
30537-5-30-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,4,30,0.967741935,,718.8566667,715.3333333,,0.004925443,576.7796552,0.246328057,0.967,0.986,0.959,1,0.925,1,0.9,0.333
30537-5-31-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,896.9155367,2018,5,31,1,,430.1566667,874.0333333,,-0.507848671,565.387,-0.239181894,0.789,0.553,0.875,0.666,0,0,0,0
30579-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,2,8,0.258064516,,0,0,,0,0,0,0,0,0,0,0,0,0,0
30579-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,3,9,0.290322581,,1555,0,,0,583.125,1.666666667,0.686,0.514,0.727,0.666,0.899,0.5,0.133,0.666
30579-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,4,10,0.322580645,,2264.666667,0,,0,754.8888889,2,0.77,0.571,0.79,0.666,0.874,0.666,0.662,0.166
30579-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,5,11,0.35483871,,2990.333333,0,,0,897.1,2.333333333,0.725,0.621,0.618,0.5,0.893,0.833,0.072,0.5
30579-5-12-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,6,12,0.387096774,,1910.666667,1555,,0.228724544,945.1818182,1.021480555,0.783,0.673,0.738,0.5,0.794,0.5,0.107,0.5
30579-5-13-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,7,13,0.419354839,,1798,2264.666667,,-0.206064174,1015.666667,0.770265835,0.777,0.602,0.841,0.833,0.665,0.166,0.978,1
30579-5-14-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,1,14,0.451612903,,1816,2990.333333,,-0.392709843,1109.153846,0.637284139,0.799,0.672,0.872,0.833,0.806,0.666,0.887,0.666
30579-5-15-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,2,15,0.483870968,,1461.666667,1910.666667,,-0.234996511,1055.857143,0.384341316,0.474,0.321,0.63,0.5,0.299,0.333,0.88,1
30579-5-16-2017,6,3,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,3,16,0.516129032,,1401,1798,,-0.22080089,1092.733333,0.282106034,0,0,0,0,0,0,0,0
30579-5-17-2017,6,4,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,4,17,0.548387097,,1341,1816,,-0.261563877,1152.625,0.163431298,0,0,0,0,0,0,0,0
30579-5-18-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,5,18,0.580645161,,1807.666667,1461.666667,,0.236716078,1188.529412,0.520927163,0.694,0.79,0.866,1,0,0,0,0
30579-5-19-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,6,19,0.612903226,,1713.333333,1401,,0.222935998,1196.166667,0.432353351,0,0,0,0,0,0,0,0
30579-5-20-2017,6,3,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,7,20,0.64516129,,1463.333333,1341,,0.091225454,1201.684211,0.217735342,0.771,0.779,0.741,0.615,0.739,0.769,0.531,0.461
30579-5-21-2017,6,4,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,1,21,0.677419355,,1531,1807.666667,,-0.153051816,1239.9,0.234776998,0.724,0.703,0.663,0.615,0.607,0.615,0.628,0.384
30579-5-22-2017,6,5,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,2,22,0.709677419,,1266.666667,1713.333333,,-0.260700389,1206.238095,0.050096719,0,0,0,0,0,0,0,0
30579-5-23-2017,6,6,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,3,23,0.741935484,,1187.333333,1463.333333,,-0.188610478,1199.727273,-0.010330631,0.739,0.606,0.754,0.533,0.76,0.733,0.498,0.266
30579-5-24-2017,6,7,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,4,24,0.774193548,,949,1531,,-0.380143697,1201.956522,-0.21045397,0,0,0,0,0,0,0,0
30579-5-25-2017,6,8,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,5,25,0.806451613,,1276.666667,1266.666667,,0.007894737,1215.041667,0.050718425,0,0,0,0,0,0,0,0
30579-5-26-2017,6,9,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,6,26,0.838709677,,1233.666667,1187.333333,,0.039023021,1203.8,0.024810323,0,0,0,0,0,0,0,0
30579-5-27-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,7,27,0.870967742,,1626.666667,949,,0.714085002,1250.961538,0.300333077,0.45,0.302,0.606,0.692,0.397,0.307,0.816,0.923
30579-5-28-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,1,28,0.903225806,,1690,1276.666667,,0.323759791,1267.814815,0.333002249,0.755,0.461,0.833,0.846,0.766,0.615,0.322,0.692
30579-5-30-2017,6,4,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,3,30,0.967741935,,705,1626.666667,,-0.566598361,1194.482759,-0.409786374,0.353,0.301,0.16,0.153,0.11,0.23,0.386,0.461
30579-5-31-2017,6,5,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2017,4,31,1,,668.3333333,1690,,-0.604536489,1207.866667,-0.446682857,0.105,0.113,0.231,0.2,0,0,0,0
30579-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,3,8,0.258064516,,0,0,,0,0,0,0.672,0.236,0.648,0.235,0.732,0.441,0.065,0.235
30579-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,4,9,0.290322581,,634.3333333,0,,0,237.875,1.666666667,0.802,0.338,0.771,0.333,0.8,0.25,0.717,0.5
30579-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,5,10,0.322580645,,1533.333333,0,,0,511.1111111,2,0,0,0,0,0,0,0,0
30579-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,6,11,0.35483871,,1986,0,,0,595.8,2.333333333,0.541,0.3,0.669,0.5,0.336,0.269,0.882,0.846
30579-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,7,12,0.387096774,,2267,634.3333333,,2.573830793,791.2727273,1.865004596,0.303,0.405,0.48,0.571,0,0,0,0
30579-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,1,13,0.419354839,,2204.333333,1533.333333,,0.437608696,934.4166667,1.359047534,0.731,0.5,0.831,0.735,0.709,0.352,0.959,0.911
30579-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,2,14,0.451612903,,2168,1986,,0.09164149,958.6153846,1.26159525,0.445,0.704,0.52,0.742,0.214,0.514,0.889,0.771
30579-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,3,15,0.483870968,,1772.666667,2267,,-0.218056168,1001.571429,0.769885418,0.46,0.71,0.622,0.857,0.278,0.485,0.885,0.828
30579-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,4,16,0.516129032,,1439.333333,2204.333333,,-0.347043702,1035.4,0.39012298,0.269,0.275,0.644,0.742,0,0,0,0
30579-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,5,17,0.548387097,,1601.666667,2168,,-0.261223862,1079.1875,0.484141233,0.45,0,0.611,0,0,0,0,0
30579-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,6,18,0.580645161,,1439.666667,1772.666667,,-0.187852576,1078.882353,0.334405612,0.532,0,0.527,0,0.611,0,0.328,1
30579-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,7,19,0.612903226,,1381.666667,1439.333333,,-0.040064845,1093.111111,0.263976418,0.779,0,0.815,0,0.695,0,0.961,1
30579-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,1,20,0.64516129,,1371.333333,1601.666667,,-0.143808533,1125.315789,0.218620894,0.592,0,0.794,0,0,0,0,0
30579-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,2,21,0.677419355,,1304.333333,1439.666667,,-0.094003241,1112.7,0.17222372,0,0,0,0,0,0,0,0
30579-5-22-2018,6,1,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,3,22,0.709677419,,1319,1381.666667,,-0.04535585,1125.380952,0.172047561,0.543,0.328,0.555,0.5,0.667,0.576,0.338,0.576
30579-5-23-2018,6,2,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,4,23,0.741935484,,1184.333333,1371.333333,,-0.136363636,1133.363636,0.04497206,0.855,0.425,0.905,0.791,0.808,0.375,0.925,0.916
30579-5-24-2018,6,3,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,5,24,0.774193548,,1343,1304.333333,,0.029644774,1142.73913,0.175246357,0.631,0,0.577,0,0.641,0,0.379,0.25
30579-5-25-2018,6,4,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,6,25,0.806451613,,1056,1319,,-0.19939348,1116.708333,-0.054363643,0.651,0.042,0.691,0.2,0.595,0,0.691,0.4
30579-5-26-2018,6,5,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,7,26,0.838709677,,842,1184.333333,,-0.289051506,1098.4,-0.233430444,0.871,0.195,0.824,0,0.862,0.2,0.138,0.2
30579-5-27-2018,6,6,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,1,27,0.870967742,,1118.666667,1343,,-0.167038967,1139.961538,-0.018680342,0,0,0,0,0,0,0,0
30579-5-29-2018,6,8,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,3,29,0.935483871,,891.6666667,842,,0.05898654,1076.25,-0.171506001,0.872,0.162,0.858,0.4,0.898,0.4,0.164,0.4
30579-5-30-2018,6,9,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,4,30,0.967741935,,632,1118.666667,,-0.435041716,1087.413793,-0.418804503,0.654,0.022,0.62,0.2,0.756,0.4,0.243,0.2
30579-5-31-2018,6,10,1,0,2,0,1,0,0,0,0,0,0,9644.743284,2018,5,31,1,,881.6666667,1111.333333,,-0.206658668,1092.666667,-0.193105552,0,0,0,0,0,0,0,0
30603-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,2,8,0.258064516,,0,0,,0,0,0,0.891,0.298,0.974,1,0,0,0,0
30603-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,3,9,0.290322581,,591.6666667,0,,0,221.875,1.666666667,0,0,0,0,0,0,0,0
30603-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,4,10,0.322580645,,1162,0,,0,387.3333333,2,0.891,0.831,0.923,1,0.775,0.333,0.967,1
30603-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,5,11,0.35483871,,1643.333333,0,,0,493,2.333333333,0.895,0.826,0.875,0.833,0.901,0.833,0.178,0.166
30603-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,6,12,0.387096774,,1757,591.6666667,,1.969577465,640.5454545,1.742974737,0.696,0.678,0.343,0.333,0.646,0.833,0.14,0.166
30603-5-13-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,7,13,0.419354839,,2030.666667,1162,,0.747561675,798.1666667,1.544163708,0.392,0.167,0.592,0.346,0,0,0,0
30603-5-14-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,1,14,0.451612903,,2663.333333,1643.333333,,0.620689655,993.8461538,1.679824561,0,0,0,0,0,0,0,0
30603-5-15-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,2,15,0.483870968,,2208.333333,1757,,0.256877253,976.5,1.261478068,0,0,0,0,0,0,0,0
30603-5-16-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,3,16,0.516129032,,1886.333333,2030.666667,,-0.071076822,1015.8,0.856992846,0.865,0.1,0.926,0.8,0.843,0.2,0.918,1
30603-5-17-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,4,17,0.548387097,,1209,2663.333333,,-0.546057572,1034.1875,0.169033662,0.717,0.344,0.707,0.4,0.558,0,0.703,0.8
30603-5-18-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,5,18,0.580645161,,1382,2208.333333,,-0.374188679,1048.058824,0.318628276,0.33,0,0.7,0,0,0,0,0
30603-5-19-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,6,19,0.612903226,,1574.333333,1886.333333,,-0.165400247,1108.888889,0.419739479,0,0,0,0,0,0,0,0
30603-5-20-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,7,20,0.64516129,,1757.666667,1209,,0.453818583,1148.421053,0.53050718,0.772,0.166,0.805,0.25,0.761,0.208,0.305,0.666
30603-5-21-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,1,21,0.677419355,,2115.666667,1382,,0.530873131,1208.2,0.751089775,0,0,0,0,0,0,0,0
30603-5-22-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,2,22,0.709677419,,1695.666667,1574.333333,,0.077069659,1192.714286,0.421687228,0,0,0,0,0,0,0,0
30603-5-23-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,3,23,0.741935484,,1824.666667,1757.666667,,0.038118718,1240.636364,0.470750592,0,0,0,0,0,0,0,0
30603-5-24-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,4,24,0.774193548,,1581.666667,2115.666667,,-0.25240271,1256.913043,0.258373978,0,0,0,0,0,0,0,0
30603-5-25-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,5,25,0.806451613,,1750.333333,1695.666667,,0.032239041,1262.416667,0.386494158,0.817,0.719,0.892,0.884,0.763,0.692,0.867,0.884
30603-5-26-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,6,26,0.838709677,,1423.666667,1824.666667,,-0.219766167,1262.6,0.127567453,0.824,0.35,0.879,0.583,0.789,0.375,0.917,0.75
30603-5-27-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,7,27,0.870967742,,1608.666667,1581.666667,,0.017070601,1297.5,0.239820167,0,0,0,0,0,0,0,0
30603-5-28-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,1,28,0.903225806,,1998,1750.333333,,0.141496858,1344.148148,0.486443293,0.938,0,0.64,0.576,0.976,1,0.013,0
30603-5-30-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,3,30,0.967741935,,1163,1608.666667,,-0.277041028,1283.586207,-0.093944767,0.925,0,0.54,0.384,0.738,0.576,0.193,0.269
30603-5-31-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2017,4,31,1,,773.6666667,1998,,-0.612779446,1287.1,-0.398907104,0.869,0.928,0.741,0.653,0.581,0.346,0.72,0.807
30603-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,2439.462437,2018,3,8,0.258064516,,0,0,,0,0,0,0.795,0.196,0.938,0.708,0,0,0,0
